name,title,content,release,time,number,index
妇幼保健,自治区卫生计生委办公室关于印发广西计划生育项目统计报表的通知,桂卫办发〔2016〕22号自治区卫生计生委办公室关于印发广西计划生育项目统计报表的通知各市、县（市、区...,广西壮族自治区卫生和计划生育委员会,2016年-03月-15日,桂卫办发〔2016〕22号      ,
妇幼保健,自治区卫生计生委办公室关于全区统一使用《桂妇儿健康服务信息管理系统》的紧急通知,          桂卫办发〔2016〕4号自治区卫生计生委办公室关于全区统一使用《桂妇儿健康服务信息...,广西壮族自治区卫生和计划生育委员会,2016年-01月-20日,桂卫办发〔2016〕4号,
妇幼保健,标题,内容概述,发布机构,发文时间,文号,索引号
妇幼保健,自治区卫生健康委关于印发广西母婴安全行动计划的通知,桂卫妇幼发〔2019〕5号自治区卫生健康委关于印发广西母婴安全行动计划的通知各市、县（市、区）卫生健康...,广西壮族自治区卫生健康委员会,2019年-04月-18日,桂卫妇幼发〔2019〕5号,
妇幼保健,广西壮族自治区人民政府办公厅关于印发广西地中海贫血防治三年行动计划（2019—2021年）的通知,桂政办发（2019）44号广西壮族自治区人民政府办公厅关于印发广西地中海贫血防治三年行动计划（2019—20...,广西壮族自治区卫生健康委员会,2019年-04月-18日,桂政办发（2019）44号,
妇幼保健,自治区卫生健康委关于印发2019年广西计划生育免费技术服务项目实施方案的通知,桂卫妇幼发〔2019〕3号自治区卫生健康委关于印发2019年广西计划生育免费技术服务项目实施方案的通知各市...,广西壮族自治区卫生健康委员会,2019年-04月-15日,桂卫妇幼发〔2019〕3号,
妇幼保健,自治区卫生健康委关于印发2019年广西先天性结构畸形救助项目实施方案的通知,桂卫妇幼发〔2019〕2号自治区卫生健康委关于印发2019年广西先天性结构畸形救助项目实施方案的通知各市卫...,广西壮族自治区卫生健康委员会,2019年-04月-09日,桂卫妇幼发〔2019〕2号,
妇幼保健,自治区卫生计生委办公室关于新增铁山港区等县区为广西避孕药具不良反应监测省级试点单位的通知,桂卫办发〔2018〕55号自治区卫生计生委办公室关于新增铁山港区等县区为广西避孕药具不良反应监测省级试...,广西壮族自治区卫生和计划生育委员会,2018年-08月-08日,桂卫办发〔2018〕55号,
妇幼保健,自治区卫生计生委关于印发广西孕产妇分级管理工作方案的通知,各市、县（市、区）卫生计生委（局），区直各医疗保健机构：为适应新形势下孕产妇健康管理工作需要，进...,广西壮族自治区卫生和计划生育委员会,2018年-07月-27日,桂卫妇幼发〔2018〕16号,
妇幼保健,广西壮族自治区人民政府办公厅关于印发广西严重类型地中海贫血胎儿零出生计划实施方案的通知,桂政办发（2018）76号广西壮族自治区人民政府办公厅关于印发广西严重类型地中海贫血胎儿零出生计划实施...,广西壮族自治区卫生和计划生育委员会,2018年-07月-11日,桂政办发（2018）76号,
妇幼保健,标题,内容概述,发布机构,发文时间,文号,索引号
妇幼保健,关于进一步加强人类辅助生殖技术应用监管的通知,桂卫妇幼发〔2020〕12号关于进一步加强人类辅助生殖技术应用监管的通知各市卫生健康委、公安局、市场监...,广西壮族自治区卫生健康委员会,2020年-04月-28日,桂卫妇幼发〔2020〕12号,
妇幼保健,自治区卫生健康委关于印发人类辅助生殖技术随机抽查工作实施方案的通知,桂卫妇幼发〔2020〕7号自治区卫生健康委关于印发人类辅助生殖技术随机抽查工作实施方案的通知各市卫生健...,广西壮族自治区卫生健康委员会,2020年-03月-05日,桂卫妇幼发〔2020〕7号,
妇幼保健,自治区卫生健康委关于做好托幼机构新冠肺炎疫情防控指导监督工作的通知,桂卫妇幼发〔2020〕6号自治区卫生健康委关于做好托幼机构新冠肺炎疫情防控指导监督工作的通知各市、县（...,广西壮族自治区卫生健康委员会,2020年-03月-01日,桂卫妇幼发〔2020〕6号,
妇幼保健,自治区卫生健康委关于印发确诊和疑似新冠肺炎孕产妇安全助产及新生儿防治应急预案的通知,桂卫妇幼发〔2020〕4号自治区卫生健康委关于印发确诊和疑似新冠肺炎孕产妇安全助产及新生儿防治应急预案...,广西壮族自治区卫生健康委员会,2020年-02月-19日,桂卫妇幼发〔2020〕4号,
妇幼保健,自治区卫生健康委关于印发确诊和疑似新冠肺炎儿童防治应急预案的通知,桂卫妇幼发〔2020〕5号自治区卫生健康委关于印发确诊和疑似新冠肺炎儿童防治应急预案的通知各市、县（市...,广西壮族自治区卫生健康委员会,2020年-02月-19日,桂卫妇幼发〔2020〕5号,
妇幼保健,各省（区、市）新型冠状病毒感染确认/疑似孕产妇定点救治机构,各省（区、市）新型冠状病毒感染确认 疑似孕产妇定点救治机构 pdf,广西壮族自治区卫生健康委员会,2020年-02月-09日,,
妇幼保健,自治区卫生健康委 自治区红十字会 自治区扶贫办 自治区医保局关于印发广西贫困家庭先天性唇腭裂患儿救助行动实施方案的通知,桂卫妇幼发〔2019〕9号自治区卫生健康委 自治区红十字会 自治区扶贫办 自治区医保局关于印发广西贫困...,广西壮族自治区卫生健康委员会,2019年-05月-14日,桂卫妇幼发〔2019〕9号,
妇幼保健,自治区卫生健康委关于印发广西出生缺陷综合防治方案的通知,桂卫妇幼发〔2019〕7号 各市卫生健康委，区直各医疗保健机构：根据国家卫生健康委员会办公厅《关于印发...,广西壮族自治区卫生健康委员会,2019年-04月-29日,桂卫妇幼发〔2019〕7号,
妇幼保健,自治区卫生计生委关于印发《广西壮族自治区产前筛查机构技术许可评审标准（试行）》和《广西壮族自治区产前筛查机构技术校验评审标准(试行）》的通知,各市、县（市、区）卫生计生委（局），区直属各有关单位：根据原卫生部《产前诊断技术管理办法》和《广...,广西壮族自治区卫生和计划生育委员会,2018年-06月-06日,桂卫妇幼发〔2018〕14号,
妇幼保健,自治区卫生计生委关于在《桂妇儿健康服务信息管理系统》全面启用广西通用电子就诊卡的通知,各市、县（市、区）卫生计生委（局），区直各相关医疗保健机构：为深化卫生健康便民利民措施，全面推行...,广西壮族自治区卫生和计划生育委员会,2018年-05月-28日,桂卫妇幼发〔2018〕11号,
妇幼保健,自治区卫生健康委关于印发广西健康儿童行动计划的通知,桂卫妇幼发〔2019〕6号各市、县（市、区）卫生健康委（局），区直医疗保健机构：为贯彻落实国家卫生健康...,广西壮族自治区卫生健康委员会,2019年-04月-28日,桂卫妇幼发〔2019〕6号,
应急管理,标题,内容概述,发布机构,发文时间,文号,索引号
应急管理,自治区卫生健康委关于印发2019年中越边境地区（中国境内）重大突发事件卫生应急综合演练总体方案的通知,自治区卫生健康委关于印发2019年中越边境地区（中国境内）重大突发事件卫生应急综合演练总体方案的通知 pdf,广西壮族自治区卫生健康委员会,2019年-10月-28日,,
应急管理,自治区卫生健康委 自治区教育厅 自治区应急厅 团区委 自治区红十字会关于开展应急救护知识技能“五进”活动的通知,应急发2号自治区卫生健康委_自治区教育厅_自治区应急厅_团区委_自治区红十字会关于开展应急救护知识技能...,广西壮族自治区卫生健康委员会,2019年-04月-30日,桂卫应急发〔2019〕2号,
应急管理,自治区卫生计生委关于进一步加强全区一氧化碳中毒防治工作的通知,桂卫明电〔2018〕6号自治区卫生计生委关于进一步加强全区一氧化碳中毒防治工作的通知各市卫生计生委，区...,广西壮族自治区卫生和计划生育委员会,2018年-02月-12日,桂卫明电〔2018〕6号,
应急管理,自治区卫生计生委_总工会_妇联_团区委关于印发广西卫生应急技能竞赛活动实施方案的通知,桂卫应急发〔2017〕3号自治区卫生计生委_总工会_妇联_团区委关于印发广西卫生应急技能竞赛活动实施方案...,广西壮族自治区卫生和计划生育委员会,2017年-06月-20日,桂卫应急发〔2017〕3号,
应急管理,关于加强广西卫生计生系统应急值守视频点名工作的通知,桂卫办发[2016]88号关于加强广西卫生计生系统应急值守视频点名工作的通知 pdf,广西壮族自治区卫生和计划生育委员会,2016年-07月-06日,?桂卫办发[2016]88号,
应急管理,自治区卫生计生委办公室关于做好我区大范围低温雨雪冰冻天气应对工作的紧急通知,桂卫办发[2016]5号自治区卫生计生委办公室关于做好我区大范围低温雨雪冰冻天气应对工作的紧急通知 pdf,广西壮族自治区卫生和计划生育委员会,2016年-01月-22日,桂卫办发[2016]5号,
规划计划,标题,内容概述,发布机构,发文时间,文号,索引号
规划计划,国家卫生计生委关于印发《人口健康信息管理办法（试行）》的通知,http:  www nhfpc gov cn guihuaxxs s10741 201405 783ec8adebc6422bbebdf79db3868d0b shtml,,2014年-05月-13日,,
规划计划,国务院关于促进健康服务业发展的若干意见,国发〔2013〕40号各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 　　新一轮医药卫生体制...,,2013年-09月-30日,国发〔2013〕40号,
规划计划,关于印发广西壮族自治区“十二五”期间卫生资源配置标准的通知,桂卫规财〔2013〕336号关于印发广西壮族自治区“十二五”期间卫生资源配置标准的通知各市卫生局、发展改...,,2013年-08月-31日,桂卫规财〔2013〕336号,
规划计划,国务院关于印发卫生事业发展“十二五”规划的通知,国发〔2012〕57号各省、自治区、直辖市人民政府，国务院各部委、各直属机构：　　现将《卫生事业发展“...,,2012年-10月-09日,,
规划计划,国家人口和计划生育事业发展“十二五”规划,本规划根据《中华人民共和国国民经济和社会发展第十二个五年规划纲要》、《中共中央国务院关于全面加强...,,2012年-10月-09日,,
规划计划,关于印发《广西壮族自治区卫生事业发展“十二五”规划》的通知,桂发改规划〔2012〕140号关于印发《广西壮族自治区卫生事业发展“十二五”规划》的通知各市、县人民政府...,,2012年-02月-08日,桂发改规划〔2012〕140号,
规划计划,关于印发《广西人口和计划生育事业发展 “十二五”规划》的通知,关于印发《广西人口和计划生育事业发展“十二五”规划》的通知各市、县（市、区）人口计生委（局）：现...,广西壮族自治区人口和计划生育委员,2011年-11月-25日,,
规划计划, 关于印发《广西壮族自治区人口发展“十二五”规划》的通知,桂发改规划〔2011〕1383号各市、县人民政府，自治区农垦局，自治区人民政府各组成部门、各直属机构：《...,,2011年-11月-17日, 桂发改规划〔2011〕1383号,
规划计划,标题,内容概述,发布机构,发文时间,文号,索引号
规划计划,自治区卫生计生委关于印发2017年广西卫生计生工作要点的通知, 桂卫发〔2017〕1号自治区卫生计生委关于印发2017年广西卫生计生工作要点的通知各市卫生计生委，委机关...,广西壮族自治区卫生和计划生育委员会,2017年-02月-16日,桂卫发〔2017〕1号,
规划计划,关于印发广西壮族自治区人类辅助生殖技术配置规划（2016-2020年）的通知,桂卫科教发〔2016〕29号关于印发广西壮族自治区人类辅助生殖技术配置规划（2016-2020年）的通知各市卫生...,广西壮族自治区卫生和计划生育委员会,2016年-11月-24日,桂卫科教发〔2016〕29号,
规划计划,广西壮族自治区发展和改革委员会 广西壮族自治区卫生和计划生育委员会 广西壮族自治区中医药管理局关于印发《广西中医药壮瑶医药发展“十三五”规划》的通知,广西壮族自治区发展和改革委员会 广西壮族自治区卫生和计划生育委员会 广西壮族自治区中医药管理局关...,广西壮族自治区卫生和计划生育委员会,2016年-11月-21日,桂发改规划[2016]1415号,
规划计划,自治区卫生计生委办公室关于印发贯彻落实国务院办公厅2016年政务公开工作要点实施方案的通知,桂卫办发〔2016〕84号自治区卫生计生委办公室关于印发贯彻落实国务院办公厅2016年政务公开工作要点实施..., 广西壮族自治区卫生和计划生育委员会,2016年-06月-23日,桂卫办发〔2016〕84号,
规划计划,自治区政府办公厅关于印发广西医疗卫生服务体系规划（2016—2020年）的通知,桂政办发[2016]52号自治区政府办公厅关于印发广西医疗卫生服务体系规划（2016—2020年）的通知 pdf,广西壮族自治区卫生和计划生育委员会,2016年-05月-10日,桂政办发[2016]52号,
规划计划,自治区卫生计生委办公室关于印发2016年办公室工作要点的通知,桂卫办发〔2016〕31号自治区卫生计生委办公室关于印发2016年办公室工作要点的通知各市卫生计生委，委机...,广西壮族自治区卫生和计划生育委员会,2016年-03月-22日,桂卫办发〔2016〕31号,
规划计划,标题,内容概述,发布机构,发文时间,文号,索引号
规划计划,自治区卫生计生委2015年工作总结和2016年工作要点,2015年，在自治区党委、政府的正确领导下，卫生计生委全面贯彻落实中央及自治区的工作部署，狠抓落实，...,广西壮族自治区卫生和计划生育委员会,2015年-11月-20日,,
规划计划,图解：全国医疗卫生服务体系规划纲要（2015—2020年）,图解：全国医疗卫生服务体系规划纲要（2015—2020年）,,2015年-05月-31日,,
规划计划,专家解读｜强化区域卫生规划意义重大,             ——国务院发展研究中心、国务院医改专家咨询委员会委员葛延风解读《全国医...,,2015年-04月-17日,,
规划计划,专家解读｜明确功能 整合体系 提升医疗卫生服务体系能力,——北京大学中国卫生发展研究中心孟庆跃解读《全国医疗卫生服务体系规划纲要（2015—2020年）》 　　...,,2015年-04月-17日,,
规划计划,国务院医改办负责人就全国医疗卫生服务体系规划纲要（2015-2020年）答记者问,近日，国务院办公厅印发了《全国医疗卫生服务体系规划纲要（2015—2020年）》（以下简称《规划纲要》）...,,2015年-04月-17日,,
规划计划,《全国医疗卫生服务体系规划纲要（2015-2020年）》文件解读,一、为什么要编制《全国医疗卫生服务体系规划纲要（2015-2020年）》？ 　　经过长期发展，我国已经建立...,,2015年-04月-17日,,
规划计划,国家卫生计生委关于印发《国家卫生计生委规划管理办法（试行）》的通知,国家卫生计生委关于印发《国家卫生计生委规划管理办法（试行）》的通知,,2015年-03月-25日,,
规划计划,自治区卫生计生委关于印发2015年广西卫生计生工作要点的通知,桂卫发〔2015〕11号自治区卫生计生委关于印发2015年广西卫生计生工作要点的通知各市卫生计生委，委机关...,广西壮族自治区卫生和计划生育委员会,2015年-03月-24日,  桂卫发〔2015〕11号,
规划计划,国务院办公厅关于印发全国医疗卫生服务体系规划纲要（2015—2020年）的通知,国办发〔2015〕14号各省、自治区、直辖市人民政府，国务院各部委、各直属机构：　　《全国医疗卫生服务...,,2015年-03月-12日,,
规划计划,标题,内容概述,发布机构,发文时间,文号,索引号
规划计划,健康广西行动推进委员会办公室关于启用印章的函,各市人民政府，健康广西行动推进委员会各成员单位：根据《广西壮族自治区人民政府关于印发健康广西行动...,广西壮族自治区卫生健康委员会,2020年-03月-31日,,
规划计划,自治区爱卫办关于对拟命名为2019年自治区无烟政府机关名单的公示,根据中共中央办公厅、国务院办公厅《关于领导干部带头在公共场所禁烟有关事项的通知》《广西壮族自治区...,广西壮族自治区卫生健康委员会,2020年-01月-13日,,
规划计划, 自治区卫生健康委关于做好第32个世界无烟日宣传活动等近期控烟重点工作的通知,各市、县（市、区）卫生健康委（局），自治区疾控中心，区直各医疗卫生单位：为贯彻落实国家卫生健康委...,广西壮族自治区卫生健康委员会,2019年-05月-23日,,
规划计划,自治区卫生健康委员会 自治区人力资源和社会保障厅 自治区医疗保障局 自治区中医药管理局 自治区药品监管局关于印发广西“互联网+医疗健康”便民惠民行动计划（2018-2020）的通知,桂卫规划发〔2018〕17号_自治区卫生健康委员会_自治区人力资源和社会保障厅_自治区医疗保障局_自治区中...,广西壮族自治区卫生健康委员会,2018年-12月-27日,桂卫规划发〔2018〕17号,
规划计划,关于发布2018—2020年广西壮族自治区乙类大型医用设备配置规划的通知,桂卫规划发〔2018〕18号自治区卫生健康委员会关于发布2018—2020年广西壮族自治区乙类大型医用设备配置...,广西壮族自治区卫生健康委员会,2018年-12月-25日,桂卫规划发〔2018〕18号,
规划计划,自治区卫生健康委员会关于印发《广西壮族自治区乙类大型医用设备配置许可管理实施细则》的通知,桂卫规〔2018〕7号自治区卫生健康委员会关于印发《广西壮族自治区乙类大型医用设备配置许可管理实施细则...,广西壮族自治区卫生健康委员会,2018年-12月-25日,桂卫规〔2018〕7号,
规划计划,自治区卫生计生委关于报送2018年上半年民族工作总结和下半年工作计划的函,桂卫函〔2018〕789号自治区卫生计生委关于报送2018年上半年民族工作总结和下半年工作计划的函自治区民族...,广西壮族自治区卫生和计划生育委员会,2018年-07月-30日,桂卫函〔2018〕789号,
规划计划,自治区卫生计生委办公室关于参照执行医院信息化建设应用技术指引（2017年版）的通知,各市卫生计生委，委机关各处（室、局），区直各卫生计生单位：为贯彻落实《国务院办公厅关于促进和规范...,广西壮族自治区卫生和计划生育委员会,2018年-02月-11日,,
规划计划,自治区卫生计生委办公室关于印发2016年广西计划生育药具工作要点的通知,桂卫办发〔2016〕27号自治区卫生计生委办公室关于印发2016年广西计划生育药具工作要点的通知各市卫生计...,广西壮族自治区卫生和计划生育委员会,2016年-03月-21日,桂卫办发〔2016〕27号,
规划计划,自治区卫生计生委2016年工作计划,（2016年2月24日）2016年是“十三五”规划开局之年，全区卫生计生工作的总体要求是：全面贯彻落实党的十...,广西壮族自治区卫生和计划生育委员会,2016年-03月-02日,,
规划计划,自治区卫生计生委关于印发广西壮族自治区采供血机构设置规划（2015-2020年）的通知,桂卫医发[2015]53号自治区卫生计生委关于印发广西壮族自治区采供血机构设置规划（2015-2020年）的通知 pdf,广西壮族自治区卫生和计划生育委员会,2015年-12月-02日,桂卫医发[2015]53号,
规划计划,关于印发广西健康扶贫攻坚行动计划（2017－2020年）的通知,桂卫发[2017]3号_关于印发广西健康扶贫攻坚行动计划（2017－2020年）的通知 pdf,广西壮族自治区卫生和计划生育委员会,2017年-04月-28日,,
法律法规规章,标题,内容概述,发布机构,发文时间,文号,索引号
法律法规规章,中华人民共和国保守国家秘密法条文释义,第一章总则 本章共8条，主要规定立法宗旨、适用范围、国家秘密概念、保密工作方针、保密工作管理制度和...,,2013年-09月-29日,,
法律法规规章,广西壮族自治区预防接种异常反应补偿办法,广西壮族自治区人民政府令第83 号《广西壮族自治区预防接种异常反应补偿办法》已经2012 年12月21日自...,,2013年-02月-01日,广西壮族自治区人民政府令第83 号,
法律法规规章,广西壮族自治区医疗废物管理办法,广西壮族自治区人民政府令第78号《广西壮族自治区医疗废物管理办法》已经2012年10月25日自治区第十一届...,,2012年-12月-31日, 广西壮族自治区人民政府令第78号,
法律法规规章,女职工劳动保护特别规定,中华人民共和国国务院令第619号　　《女职工劳动保护特别规定》已经2012年4月18日国务院第200次常务会议...,,2012年-04月-30日,中华人民共和国国务院令 第619号,
法律法规规章,女职工劳动保护特别规定,中华人民共和国国务院令第619号　　《女职工劳动保护特别规定》已经2012年4月18日国务院第200次常务会议...,,2012年-04月-30日,中华人民共和国国务院令 第619号,
法律法规规章,广西壮族自治区医疗机构管理办法,广西壮族自治区人民政府令第74 号《广西壮族自治区医疗机构管理办法》已经2011 年12 月31日自治区十...,,2012年-02月-07日,?  广西壮族自治区人民政府令第74 号,
法律法规规章,国家卫生法律、法规、规章目录,一、法律1 中华人民共和国国境卫生检疫法（1987 5 1实施）2 中华人民共和国红十字会法（1993 10 ...,,2011年-12月-16日,,
法律法规规章,广西壮族自治区艾滋病防治办法,广西壮族自治区人民政府令 第8号　　《广西壮族自治区艾滋病防治办法》已经2004年12月24日自治区第十届...,,2011年-12月-16日,广西壮族自治区人民政府令 第8号,
法律法规规章,广西壮族自治区发展中医药壮医药条例, （2008年11月28日广西壮族自治区第十一届人民代表大会常务委员会第五次会议通过）　　第一条　为了继...,,2011年-12月-16日,,
法律法规规章,标题,内容概述,发布机构,发文时间,文号,索引号
法律法规规章,广西壮族自治区人口和计划生育条例, （2012年3月23日广西壮族自治区第十一届人民代表大会常务委员会第二十七次会议通过 根据2014年1月13...,,2016年-01月-17日,,
法律法规规章,中华人民共和国人口与计划生育法,（2001年12月29日第九届全国人民代表大会常务委员会第二十五次会议通过　根据2015年12月27日第十二届全...,,2015年-12月-28日,,
法律法规规章,中华人民共和国行政复议法（2009年修正）,（1999年4月29日第九届全国人民代表大会常务委员会第九次会议通过根据2009年8月27日第十一届全国人民代...,,2015年-10月-30日,,
法律法规规章,职业健康检查管理办法,国家卫生和计划生育委员会令第5号《职业健康检查管理办法》已于2015年1月23日经国家卫生计生委委主任会...,,2015年-04月-27日,国家卫生和计划生育委员会令第5号,
法律法规规章,中华人民共和国社会抚养费征收管理办法,第一条 为了规范社会抚养费的征收管理，维护计划生育基本国策，保护公民的合法权益，实现人口与经济、...,,2014年-08月-01日,,
法律法规规章,广西壮族自治区农村计划生育家庭奖励扶助办法,第一章 总 则第一条 为进一步贯彻落实计划生育基本国策，根据《中华人民共和国人口与计划生育法》、...,,2014年-08月-01日,,
法律法规规章,广西壮族自治区人口和计划生育管理办法,(广西壮族自治区人民政府令 第102号)　　《广西壮族自治区人口和计划生育管理办法》已经2014年2月24日...,,2014年-02月-27日, (广西壮族自治区人民政府令 第102号),
法律法规规章,标题,内容概述,发布机构,发文时间,文号,索引号
法律法规规章,《国家安全法》解读,　　问：为什么要制定《国家安全法》？答：根据《国家安全法》第1条规定，为了维护国家安全，保卫人民民...,广西壮族自治区卫生健康委员会,2019年-04月-17日,,
法律法规规章,网络安全法,网络安全法 doc,广西壮族自治区卫生健康委员会,2019年-04月-17日,,
法律法规规章,核安全法,核安全法 pdf,广西壮族自治区卫生健康委员会,2019年-04月-17日,,
法律法规规章,反恐怖主义法,反恐怖主义法 doc,广西壮族自治区卫生健康委员会,2019年-04月-17日,,
法律法规规章,国家安全法,（１９９３年２月２２日第七届全国人民代表大会常务委员会第三十次会议通过１９９３年２月２２日中华人...,广西壮族自治区卫生健康委员会,2019年-04月-17日,,
法律法规规章,中华人民共和国国境卫生检疫法,(1986年12月2日第六届全国人民代表大会常务委员会第十八次会议通过，根据2007年12月29日第十届全国人民...,,2018年-08月-22日,,
法律法规规章,国务院关于修改《医疗器械监督管理条例》的决定（国务院令第680号）,中华人民共和国国务院令第680号现公布《国务院关于修改〈医疗器械监督管理条例〉的决定》，自公布之日起...,广西壮族自治区卫生和计划生育委员会,2017年-09月-21日,中华人民共和国国务院令第680号,
法律法规规章,广西壮族自治区爱国卫生管理办法,广西壮族自治区人民政府令第96 号《广西壮族自治区爱国卫生管理办法》已经2013 年12 月25日自治区第...,,2014年-01月-29日,广西壮族自治区人民政府令第96 号,
法律法规规章,中华人民共和国保守国家秘密法,（1988年9月5日第七届全国人民代表大会常务委员会第三次会议通过　2010年4月29日第十一届全国人民代表大...,,2013年-09月-29日,,
法律法规规章,标题,内容概述,发布机构,发文时间,文号,索引号
法律法规规章,中华人民共和国未成年人保护法,１９９１年９月４日第七届全国人民代表大会常务委员会第二十一次会议通过１９９１年９月４日中华人民共...,,2016年-03月-15日,,
法律法规规章,中华人民共和国执业医师法,中华人民共和国主席令第5号（1998年6月26日第九届全国人民代表大会常务委员会第三次会议通过）《中华人...,,2016年-03月-15日,中华人民共和国主席令 第5号,
法律法规规章,疫苗流通和预防接种管理条例,中华人民共和国国务院令 第　434　号　 《疫苗流通和预防接种管理条例》已经2005年3月16日国务院第83...,,2016年-03月-15日,中华人民共和国国务院令 第434号　,
法律法规规章,中华人民共和国传染病防治法,中华人民共和国传染病防治法 doc,,2016年-03月-15日,,
法律法规规章,消毒管理办法,中华人民共和国卫生部令(第27号)《消毒管理办法》的修订已于2001年12月29日部务会通过，现予以发布，自...,,2016年-03月-15日,中华人民共和国卫生部令 (第27号),
法律法规规章,学校卫生工作条例,中华人民共和国国家教育委员会令第10号1990年6月4日发布第一章　总则第一条　为加强学校卫生工作，提高...,,2016年-03月-15日,中华人民共和国国家教育委员会令第10号,
法律法规规章,突发公共卫生事件应急条例,中华人民共和国国务院令 第　376　号　　《突发公共卫生事件应急条例》已经2003年5月7日国务院第7次常...,,2016年-03月-15日,中华人民共和国国务院令 第376号,
法律法规规章,禁止非医学需要的胎儿性别鉴定和选择性别人工终止妊娠的规定,国家卫生和计划生育委员会令　第9号　　《禁止非医学需要的胎儿性别鉴定和选择性别人工终止妊娠的规定》...,,2016年-04月-19日,国家卫生和计划生育委员会令第9号,
法律法规规章,中小学幼儿园安全管理办法,中华人民共和国教育部令第　23　号　　根据教育法律法规和国务院的有关规定，教育部、公安部、司法部、...,,2016年-03月-15日,中华人民共和国教育部令 第23号,
法律法规规章,突发公共卫生事件与传染病疫情监测信息报告管理办法,（卫生部令第37号，2006年8月24日修改）第一章 总 则第一条为加强突发公共卫生事件与传染病疫情监测信...,,2016年-03月-15日,,
法律法规规章,生活饮用水卫生监督管理办法,（1996年7月9日建设部、卫生部令第53号发布）第一章　总　则  第一条　为保证生活饮用水（以下简称饮...,,2016年-03月-15日,,
综合管理,标题,内容概述,发布机构,发文时间,文号,索引号
综合管理,中共广西壮族自治区卫生和计划生育委员会党组关于认真学习宣传贯彻党的十九大精神的实施意见,桂卫党组〔2017〕57号中共广西壮族自治区卫生和计划生育委员会党组关于认真学习宣传贯彻党的十九大精神...,广西壮族自治区卫生和计划生育委员会,2017年-12月-08日,桂卫党组〔2017〕57号,
综合管理,自治区卫生计生委关于表扬2016年度“五四红旗团委（团支部）”“优秀共青团干部”“优秀共青团员”的通报,桂卫直党发〔2017〕36号自治区卫生计生委关于表扬2016年度“五四红旗团委（团支部）”“优秀共青团干部...,广西壮族自治区卫生和计划生育委员会,2017年-11月-28日,桂卫直党发〔2017〕36号,
综合管理,自治区防艾办关于做好2017年“世界艾滋病日”宣传活动的通知,桂防艾办〔2017〕10号自治区防艾办关于做好2017年“世界艾滋病日”宣传活动的通知各市防艾办，自治区防...,广西壮族自治区卫生和计划生育委员会,2017年-11月-16日,桂防艾办〔2017〕10号,
综合管理,自治区卫生计生委关于印发全区卫生计生行业推进安全生产领域改革发展实施方案的通知,桂卫发〔2017〕16号自治区卫生计生委关于印发全区卫生计生行业推进安全生产领域改革发展实施方案的通知...,广西壮族自治区卫生和计划生育委员会,2017年-11月-13日,桂卫发〔2017〕16号,
综合管理,自治区卫生计生委办公室关于开展2017年第四季度重点工作综合督查的通知,各市卫生计生委，委机关各处（室、局）：根据《自治区卫生计生委2017年重点工作督查安排》，结合下半年...,广西壮族自治区卫生和计划生育委员会,2017年-11月-09日,,
综合管理,关于印发广西健康扶贫工程“三个一批”行动计划实施方案的通知,桂卫发〔2017〕15号 关于印发广西健康扶贫工程“三个一批”行动计划实施方案的通知各市卫生计生委、民...,广西壮族自治区卫生和计划生育委员会,2017年-11月-07日,桂卫发〔2017〕15号,
综合管理,标题,内容概述,发布机构,发文时间,文号,索引号
综合管理,广西壮族自治区卫生和计划生育委员会公告（2017年第1号）  ?,根据国家卫生和计划生育委员会医师资格考试委员会公告（2017年第01号）精神，现将2017年全国医师资格考...,广西壮族自治区卫生和计划生育委员会,2017年-02月-10日,（2017年第1号）  ?    ,
综合管理,关于2017年度全区卫生系列高级专业技术资格专业能力考试有关事项的通知,桂卫人发〔2017〕3号关于2017年度全区卫生系列高级专业技术资格专业能力考试有关事项的通知各市卫生计生...,广西壮族自治区卫生和计划生育委员会,2017年-01月-18日,桂卫人发〔2017〕3号,
综合管理,自治区卫生计生委转发国家卫生计生委医师资格考试委员会关于2016年医师资格考试医学综合笔试合格分数线的通知,           自治区卫生计生委转发国家卫生计生委医师资格考试委员会关于2016年医师资格考试...,,2017年-01月-16日,,
综合管理,自治区物价局_卫生计生委_人力资源社会保障厅_财政厅关于印发全区推进医疗服务价格改革实施方案的通知,    桂价医【2016】114号_自治区物价局_卫生计生委_人力资源社会保障厅_财政厅关于印发全区推进医疗...,,2017年-01月-05日, 桂价医【2016】114号,
综合管理,自治区卫生计生委党组关于印发自治区卫生计生委党组2016年度党员领导干部民主生活会工作方案的通知,桂卫党组〔2016〕49号自治区卫生计生委党组关于印发自治区卫生计生委党组2016年度党员领导干部民主生活...,广西壮族自治区卫生和计划生育委员会,2016年-12月-29日,桂卫党组〔2016〕49号,
综合管理,自治区卫生计生委关于调整脱贫攻坚卫生帮扶工作领导小组的通知,桂卫发〔2016〕24号自治区卫生计生委关于调整脱贫攻坚卫生帮扶工作领导小组的通知委机关各处（室、局）...,广西壮族自治区卫生和计划生育委员会,2016年-12月-20日,桂卫发〔2016〕24号,
综合管理,自治区卫生计生委 自治区物价局关于梧州市中心血站冷冻红细胞有关问题的批复,            桂卫函【2016】1273号_自治区卫生计生委_自治区物价局关于梧州市中心血站冷冻...,广西壮族自治区卫生和计划生育委员会,2016年-11月-25日,桂卫函【2016】1273号,
